Hotelname,Hotelid,Address,Cityname,Citycode,CountryCode,CountryName,Payment,Tel No.,FAX No.,Latitude,Longtitude,Star,# room,Email
ibis Bandung Pasteur Hotel,WSASIDBDO000140,"Jl. Dr. Junjunan 22, 40162 Bandung, Indonesia",Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 82602020,+62 22 82601896,-6.89985,107.596117,3,,
Ibis Bandung Trans Studio,WSASIDBDO000141,"Jl. Gatot Subroto No. 289, 40273 Bandung, Indonesi",Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 87345555,+62 22 87347777,-6.927471,107.636473,3,,
Ibis Budget Bandung Asia Afrika,WSASIDBDO000142,"Jl. Asia Afrika No. 128, 40261 Bandung, Indonesia",Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 4267999,+62 22 4267989,-6.921981,107.613317,2,,
Ibis Styles Bandung Braga,WSASIDBDO000143,"Jalan Braga No. 8, 40111 Bandung, Indonesia",Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 4213070,+62 22 4213071,-6.920786,107.610504,3,,
Idea s  Bandung,WSASIDBDO000144,"Jalan H Ibrahim Adjie No 414, Bandung",Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 7333220,+62 22 7333220,-6.942259,107.641754,1,,
Ilos Hotel,WSASIDBDO000145,"Jalan. Babakan Jeruk III no 37 - 39, Pasteur, Bandung",Bandung,WSASIDBDO,WSASID,Indonesia,NONE,(022) 2020764,+62 22 2021205,-6.890894,107.584596,1,,
InterContinental Bandung Dago Pakar,WSASIDBDO000148,"Jalan Resor Dago Pakar Raya 2B, Resor Dago Pakar B",Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 8780 6688,+62 22 87806733,-6.86678,107.641983,5,,
Isola Resort,WSASIDBDO000150,Jl. Dr. Setiabudi No. 229 Bandung,Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 2001978,+62 22 2004499,-6.862369,107.589741,2.5,,
Ivory by Ayola,WSASIDBDO000152,"Jl. Bahureksa No. 3, Bandung Wetan, 40115 Bandung,",Bandung,WSASIDBDO,WSASID,Indonesia,NONE,022 4203 999,022 844 693 60,-6.905268,107.614012,3,,
Jadul Village Resort and Spa,WSASIDBDO000154,"Jl. Sersan Bajuri 45, Cihedeung, 40559 Lembang",Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 2785544,+62 22 2785656,-6.809342,107.594008,4,,
Jayakarta Bandung,WSASIDBDO000157,"Jl. Ir. H. Juanda No. 381A, 40135 Bandung, Indonesia",Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 2505888,+62 22 2505388,-6.870906,107.619483,4,,
Karang Setra Hotel and Cottage,WSASIDBDO000158,"Jl. Bungur No. 2, Sukajadi, Sukajadi, 40162 Bandun",Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 2031900,+62 22 2039424,-6.883401,107.595623,3,,
Kembang Hotel Bandung,WSASIDBDO000161,"Jl. Cihampelas No. 100, Sukajadi, 40011 Bandung,",Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 2036821 / +62 22 2036821,+62 22 2036821,-6.899181,107.604348,2,,
Kuldesak Villas Bandung,WSASIDBDO000164,"Jalan Cipedes Tengah no. 138, Sukajadi, 40163 Bandung",Bandung,WSASIDBDO,WSASID,Indonesia,NONE,(022) 60992002, ,-6.883687,107.59046,4,,
Kytos Hotel Bandung,WSASIDBDO000165,"Jl Setiabudi No 153, 40141 Bandung, Indonesia",Bandung,WSASIDBDO,WSASID,Indonesia,NONE,022 2000 035,022 2000 035,-6.869505,107.593232,3,,
Lembang Asri Mountain Resort,WSASIDBDO000169,"Jl. Kolonel Masturi Km. 4, 40391 Lembang, Indonesi Lembang",Bandung,WSASIDBDO,WSASID,Indonesia,NONE,(022) 2787690,+62 22 2787891,-6.796823,107.598438,4,,
Luxton Bandung,WSASIDBDO000173,"Jalan Ir. H. Juanda No.18, 40115 Bandung, Indonesia",Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 4220700/0811 219 9666 / 0811 200 1068 / 081,+62 22 4220600,-6.903863,107.611358,4,,
The Majesty and Apartment Bandung,WSASIDBDO000175,"Jl. Surya Sumantri no. 91, 40164 Bandung, Indonesia",Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 2002485,+62 22 2015438,-6.883291,107.580807,4,,
Malaka Bandung,WSASIDBDO000176,"Jl. Halimun No.36 Palasari , 40171 Bandung, Indonesia",Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 7303344,+62 22 7303236,-6.9268,107.623291,2,,
Marbella Suites Bandung,WSASIDBDO000178,"Jl. Sentra Dago Pakar, 40198 Bandung, Indonesia",Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 82524333,+62 22 82524343,-6.8699,107.632928,4,,
Mason Pine Bandung,WSASIDBDO000179,"Jl. Raya Parahyangan KM 1.8 Kota Baru Parahyanga,",Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 6803778,+62 22 6803779,-6.864019,107.479745,4,,
Shakti Hotel Bandung (Formerly MaxOneHotels.com@Soekarno-Hatta Bandung),WSASIDBDO000180,Jl. Soekarno-Hatta No. 735,Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 87836000,+62 22 8763 6060,-6.937288,107.697127,3,,
Meize Hotel Bandung,WSASIDBDO000181,"Jl. Sumbawa No. 7, Sumurbandung, 40113 Bandung",Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 4263888,+62 22 4261888,-6.914864,107.617753,3,,
Grand Mercure Bandung Setiabudi,WSASIDBDO000182,Jl Dr Setiabudi No 269,Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 82000000,+62 22 82000082,-6.854786,107.595214,5,,
Mitra Hotel,WSASIDBDO000183,Jl. Wr. Supratman No.98,Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 7207245,+62 22 7218304,-6.886322,107.603656,3,,
Mutiara Bandung,WSASIDBDO000187,"Jl. Kebon Kawung 60, Bandung",Bandung,WSASIDBDO,WSASID,Indonesia,NONE,(022) 4200333,+62 22 4200111,-6.912225,107.598579,3,,
Nalendra Bandung,WSASIDBDO000188,Jl.Cihampelas No 225 - 229,Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 2034000,+62 22 2033640,-6.885283,107.604178,3,,
Namin Dago Hotel,WSASIDBDO000189,"Jl. Hasanudin No. 10, Dago",Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 82526111,+62 22 82526222,-6.89502,107.614518,3,,
Narapati Syariah Hotel and Convention,WSASIDBDO000190,Jl. Pelajar Pejuang 45 No. 31 - 35,Bandung,WSASIDBDO,WSASID,Indonesia,NONE,022 7303376,022 7316333,,,3,,
Naval Bandung,WSASIDBDO000191,Jl. Soekajadi No. 180 Bandung,Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 2040868,+62 22 2041425,-6.885307,107.597042,2,,
Neo Dipatiukur Bandung,WSASIDBDO000192,Jl. Dipatiukur No. 72 - 74 Bandung,Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 82526166,+62 22 82526177,-6.889703,107.616344,3,,
The Naripan,WSASIDBDO000193,"Jl. Naripan Road number 31-35, 40111 Bandung, Indonesia",Bandung,WSASIDBDO,WSASID,Indonesia,NONE,(022) 4207009,(022) 4207009,-6.919771,107.611678,3,,
New SanyRosa,WSASIDBDO000194,Jl. Hegarmanah No. 2A,Bandung,WSASIDBDO,WSASID,Indonesia,NONE,022 - 2033 682 // 2043 752,+62 22 2031759,-6.882529,107.60268,3,,
The Newton Bandung,WSASIDBDO000195,Jl. RE Martadinata 223-227 Riau,Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 7272408,+62 22 87243399,-6.914627,107.629731,3,,
Mercure Nexa Bandung Supratman (Formerly Nexa Hotel Bandung),WSASIDBDO000196,Jl. Wr. Supratman No. 66-68,Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 8725 9100,+62 22 87259111,-6.90501,107.629118,4,,
Noor Boutique Hotel Bandung,WSASIDBDO000198,Jl. Madura No. 6 Bandung,Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 424 2010,+62 22 424 2011,-6.907056,107.619309,3,,
Novotel Bandung,WSASIDBDO000199,Jl. Cihampelas No 23 West Java,Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 4211001,+62 22 4212999,-6.904885,107.604182,4,,
Fox Harris City Center Bandung (Formerly Oak Tree Premier Hotel Bandung),WSASIDBDO000204,"Jl. Jawa No.3, Babakan Ciamis, Sumur Bandung, Kota",Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 8601 2600,+62 22 8601 2601,-6.91432,107.612708,4,,
Otten Ville Boutique Hotel,WSASIDBDO000209,Jl. Otten No.6 Pasteur Bandung,Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 4234518 / 4264848,+62 22 4239336,-6.902873,107.600757,3,,
Padma Bandung,WSASIDBDO000210,Jl. Ranca Bentang No 56 - 58 Ciumbuleuit Bandung,Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 2030333,+62 22 2036633,-6.864819,107.608988,5,,
The Papandayan Bandung,WSASIDBDO000214,"Jl. Gatot Subroto 83, 40262 Bandung, Indonesia",Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 7310799,+62 22 7310988,-6.923078,107.62379,5,,
Park View Hotel Bandung,WSASIDBDO000215,Jl. Sukajadi No. 153,Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 2033424,+62 22 203 5875,-6.886079,107.596262,4,,
Pasar Baru Square Hotel Bandung,WSASIDBDO000216,Jl. Otto Iskandardinata No. 81-89,Bandung,WSASIDBDO,WSASID,Indonesia,NONE,(022)4223237,+62 22 423 7518,-6.91759,107.604568,3,,
Patra Comfort Bandung (Formerly Patra Jasa Bandung),WSASIDBDO000218,Jl. Ir. H. Juanda No. 132,Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 2502664 / 87832265,+62 22 2504995,-6.889099,107.613843,3,,
POP Hotels Festival CTlink,WSASIDBDO000222,"Jl. Peta No.241, Pasir Koja, Bandung",Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 6128655,+62 22 6128656,-6.929409,107.58619,2,,
Prama Grand Preanger,WSASIDBDO000223,Jl. Asia Afrika No. 81,Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 4231631,+62 22 4230034,-6.921391,107.611777,5,,
Prime Park Hotel Bandung,WSASIDBDO000224,Jl. P.H.H. Mustofa No. 47/57 Bandung,Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 87772000,+62 22 87772777,-6.89892,107.641776,4,,
Promenade Hotel Bandung,WSASIDBDO000225,Jl. Cihampelas No.119 - 121 Bandung.,Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 2061070,+62 22 2061050,-6.897026,107.603798,2,,
Puteri Gunung,WSASIDBDO000228,Jl. Raya Tangkuban Perahu Km 16-17 Lembang,Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 2786650,+62 22 2786902,-6.810947,107.629164,4,,
RafflesHom Hotel,WSASIDBDO000230,"Jl. Pangarang No. 24, Kota Bandung, Bandung, Indonesia",Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 4264747,+62 22 4263336,-6.924189,107.610009,3,,
Regata Hotel,WSASIDBDO000245,Jl. Dr. Setiabudhi No.35 Sukajadi,Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 2282068338,+62 2282068339,-6.882703,107.600411,4,,
SanGria Resort and Spa,WSASIDBDO000255,"Jl. Hortikultura, Lembang, 40391 Lembang, Indonesia",Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 2788777,+62 22 2787045,-6.817267,107.609411,3,,
Santika Hotel Bandung,WSASIDBDO000258,Jl. Sumatera No. 52-54,Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 4203009,+62 22 4239601,-6.907204902,107.6120308,3,,
Bidakara Grand Savoy Homann Bandung,WSASIDBDO000261,Jl. Asia Afrika No. 112,Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 4232244,+62 22 4236187,-6.921757,107.610479,4,,
Serela Cihampelas,WSASIDBDO000267,Jl. Cihampelas No. 147,Bandung,WSASIDBDO,WSASID,Indonesia,NONE,022 - 82062441,+62 22 4210030,-6.894679,107.603938,3,,
Serela Merdeka Bandung,WSASIDBDO000268,Jl. Purnawarman No.23 Bandung,Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 4231456,+62 22 4231956,-6.906511,107.609072,3,,
Serela Riau Bandung,WSASIDBDO000269,Jl. LLRE. Martadinata (Riau) No. 56,Bandung,WSASIDBDO,WSASID,Indonesia,NONE,( 022 ) 4240328,+62 22 4205900,-6.906275,107.619907,3,,
Serela Waringin,WSASIDBDO000270,Jl. Kelenteng No. 30 - 33,Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 6045585,+62 22 4210030,-6.917649,107.593131,3,,
Serena Bandung,WSASIDBDO000271,Jl. Marjuk No. 4-6 Kebon Kawung,Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 4207850 / 4204317 / 4260428,+62 22 4260427,-6.911862,107.6026,2,,
Sheo Resort Bandung,WSASIDBDO000274,Jl.Ciumbuleuit No 152,Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 2043800,+62 22 2034742,-6.86725,107.606471,4,,
Sheraton Bandung and Towers,WSASIDBDO000275,Jl. Ir H Juanda No. 390,Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 2500303,+62 22 2500301,-6.874446,107.619739,5,,
Simply Valore,WSASIDBDO000276,Jl. Raya Baros No.57 Cimahi- Jawa Barat,Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 88886990,+62 22 88886991,-6.897484,107.537317,3,,
Stevie 6 Hotel Bandung,WSASIDBDO000282,Jl. Sersan Bajuri No.72 Lembang,Bandung,WSASIDBDO,WSASID,Indonesia,NONE,(022) 2788466,+62 22 2788467/022-70857580,-6.831971,107.594639,3,,
Sukajadi Bandung,WSASIDBDO000283,Jl. Sukajadi no. 176,Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 2033888,+62 22 2033777 / 2034020,-6.885647,107.596963,3,,
Summer Hill Private Villas and Conference Bandung,WSASIDBDO000284,Jl. Setrasari Raya No.10,Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 2011100,+62 22 2016801,-6.870339,107.585938,4,,
The Summit Siliwangi,WSASIDBDO000285,Jl. Seram No 5 Riau,Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 4233535,+62 22 4225100,-6.907625,107.612865,3,,
Sutan Raja Hotel and Convention Centre,WSASIDBDO000287,"Jl. Raya Soreang No. 10 Km. 17, Soreang",Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 5897700,+62 22 5880858,-7.022863,107.534099,4,,
Sweet Karina Bandung,WSASIDBDO000288,"Jl. Terusan Babakan Jeruk IV - 38, Pasteur",Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 2017140,+62 22 2006307 / +62 22 2021283,-6.886381,107.584462,3,,
Tea Garden Resort,WSASIDBDO000290,"Dusun Cigeureung Desa Cicadas, Kecamatan Sagala",Subang,WSASIDSBG,WSASID,Indonesia,NONE,0815 7300 6888,0260 470 962,,,0,,
Tebu Hotel Bandung,WSASIDBDO000292,Jl. L.L.R.E. Martadinata No. 62,Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 4263335,+62 22 4263334,-6.906313,107.620244,3,,
The 1O1 Bandung Dago (The 101 Bandung Dago),WSASIDBDO000293,Jl. Ir. H. Juanda No. 3 Bandung,Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 4260966/081324603884,+62 22 4260966,-6.906335,107.610206,4,,
Metro Indah Bandung Hotel (Associated with FOX Harris Hotels),WSASIDBDO000294,Soekarno Hatta No. 590 Bandung,Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 7535808,+62 22 7539808,-6.94208,107.658447,3,,
The Palais Hotel Dago,WSASIDBDO000297,"Jl. Ir. H. Djuanda No. 90, Bandung Wetan, 40132 Ba",Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 2505111 / 2505222 / 2501436 / 0857 2232 226,+62 22 2505333,-6.896282,107.613232,3,,
The Silk Boutique Hotel,WSASIDBDO000299,"Jl.Ir.H. Juanda No. 392 Dago, 40135 Bandung, Indonesia",Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 2536677 / 2512444.,+62 22 2536676,-6.87372,107.619563,3,,
The Victoria Guesthouse Bandung,WSASIDBDO000300,"Jl Sukaresmi No. 4 - 6, 40162 Bandung, Indonesia",Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 2043718,+62 22 2040918,-6.878824,107.593729,1,,
Topas Galeria Hotel Bandung,WSASIDBDO000301,"Jl. Dr. Djundjunan No. 153, 40173 Bandung, Indones",Bandung,WSASIDBDO,WSASID,Indonesia,NONE,(022) 6020550,+62 22 6020440,-6.892671,107.584098,3,,
The Trans Luxury Hotel,WSASIDBDO000302,"Gatot Subroto 289, 40273 Bandung, Indonesia",Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 87348888,+62 22 87349999,-6.927095,107.636007,5,,
Travello Bandung,WSASIDBDO000304,"Jl. Dr. Setiabudi No. 268, 40143 Bandung, Indonesi",Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 88880280,+62 22 88880290,-6.861296,107.595509,4,,
Triple Seven,WSASIDBDO000306,Jl. Pesantren Wetan No. 20 Bandung Airport,Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 8780 3681,+62 22 8780 3671,-6.904754,107.592285,2,,
Kalya Hotel Bandung (Formerly Tune Hotel),WSASIDBDO000307,"Jl. Sumur Bandung, No. 7, Dago, 40132 Bandung, Indonesia",Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 251 8998,+62 22 2511870,-6.885843,107.61248,3,,
The Valley,WSASIDBDO000309,"Jl. Lembah Pakar Timur No. 28 Dago Pakar, , 40198",Bandung,WSASIDBDO,WSASID,Indonesia,NONE,(022) 2531052,+62 22 2531056,-6.863428,107.633764,4,,
Verona Palace Bandung,WSASIDBDO000310,Jl. Surya Sumantri No.36,Bandung,WSASIDBDO,WSASID,Indonesia,NONE,(022) 2006851,+62 22 2006305,-6.889153,107.582225,3,,
Vila Air Natural Resort Bandung,WSASIDBDO000311,Istana Bunga Villa Complex Jl. Colonel Masturi Kilometers 9Lembang,Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 278 5255 / 70770668 / 70702668 / 70830668,+62 22 2785255,-6.797149,107.583055,4,,
Villa Teratai Lembang Bandung,WSASIDBDO000313,Jl. Raya Tangkuban Perahu No 108 Lembang,Bandung,WSASIDBDO,WSASID,Indonesia,NONE,"(022) 278 5365, 085100344501, 081282726806",+62 22 2788857,-6.808904,107.6484,2,,
Vio Cihampelas,WSASIDBDO000314,Jl. Cihampelas No. 108,Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 82062333,+62 22 82062959,-6.898521,107.604293,2,,
Vio Cimanuk,WSASIDBDO000315,JL. Cimanuk No.15,Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 7231099 / 4241693 / 7218193,+62 22 7217375,-6.903111,107.62129,2,,
Vio Pasteur,WSASIDBDO000316,Jl. Dr. Djunjunan Pasteur No.154,Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 87775061,+62 22 87775048,-6.898909,107.61967,3,,
Vio Surapati,WSASIDBDO000317,Jl. Suropati No.51,Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 2511718,+62 22 2506515,-6.898909,107.61967,1,,
Vio Veteran,WSASIDBDO000318,Jl. Veteran No 32,Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 4266100,+62 22 4266099,-6.919261,107.615042,2,,
Vio Westhoff,WSASIDBDO000319,Jl. Dr. Westhoff No. 32,Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 4238900,+62 22 4238778,-6.900803,107.598016,2,,
West Point Bandung,WSASIDBDO000321,Jl. Garuda No. 63,Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 2056 5858,+62 22 2056 5859,-6.912405,107.577947,4,,
Holiday Inn Bandung Pasteur (Formerly Aston Primera Pasteur),WSASIDBDO000322,Jl. Dr. Junjunan 96 Bandung,Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 2060123,+62 22 2060124,-6.904087,107.610387,4,,
Wood Hotel Bandung,WSASIDBDO000323,Jl.Ciumbuleuit 125 Ciumbuleuit,Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 8260 2600/ 8260 2626/ 0882 1849 4099,0882 1849 4099,-6.877299,107.612865,2,,
Zest Hotel Bandung,WSASIDBDO000329,"Jalan Sukajadi No.16, Bandung",Bandung,WSASIDBDO,WSASID,Indonesia,NONE,022 - 82602060,022 - 82602060,-6.895179,107.59746,2,,
Zodiak Asia Afrika,WSASIDBDO000330,"Jalan Asia Afrika No.34, Bandung",Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 4267468,+62 22 4267464,-6.921126,107.60491,2,,
Zodiak Kebon Kawung,WSASIDBDO000331,"Jl. Kebon Kawung No. 54, Bandung",Bandung,WSASIDBDO,WSASID,Indonesia,NONE,(022) 4266110, ,-6.912279,107.599457,2,,
Zodiak Sutami,WSASIDBDO000332,"Jl. Prof Dr. Ir. Sutami no.133 , Bandung",Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 87775301,+62 22 87775302,-6.879447,107.583911,2,,
Zodiak Kebonjati,WSASIDBDO000333,"Jl Kebon Jati 71-75, Bandung",Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 4237757 / 4263333,+62 22 4210030,-6.916048,107.600845,2,,
Zodiak Paskal,WSASIDBDO000334,"Jalan Pasar Kaliki 50, Bandung",Bandung,WSASIDBDO,WSASID,Indonesia,NONE,022 - 4266-440 / 4266-441,+62 22 4266441,-6.912279,107.599457,2,,
D Best Sofia,WSASIDBDO000335,Jl. Teuku Angkasa no. 27 Bandung,Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+622 82526183,+622 82526183,-6.89123,107.616076,2,,
Hay Hotel Bandung,WSASIDBDO000336,"Jl. Trunojoyo no 19 , Dago , Bandung",Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 2052 9696,+62 22 2052 9696,-6.90349,107.613129,3,,
De Paviljoen Bandung,WSASIDBDO000337,"Jl. R.E Martadinata 68, Bandung",Bandung,WSASIDBDO,WSASID,Indonesia,NONE,022 86012 888,022 86012 889,-6.905887,107.620505,4,,
VillaTel Salse,WSASIDBDO000410,Jl.Dago Giri 101 Dago Atas,Bandung,WSASIDBDO,WSASID,Indonesia,NONE,8112131900,8112131900,-6.852093,107.624496,3,,
Mercure Bandung City Center,WSASIDBDO000414,Jl. Lengkong Besar No. 8,Bandung,WSASIDBDO,WSASID,Indonesia,NONE,( 022 ) - 30008000,022 - 2052 5149,,,4,,
Moxy Hotel Bandung,WSASIDBDO000415,"Jl Ir. H. Djuanda no 69, Dago, Bandung",Bandung,WSASIDBDO,WSASID,Indonesia,NONE,022-2052 7188,022- 2052 7180,-6.9001813,107.6101092,3.5,,
Tamansari Panoramic Apartment Bandung,WSASIDBDO000447,"Jl. Soekarno Hatta No. 779, Cisaranten Kulon, Arca Bandung, Indonesia",Bandung,WSASIDBDO,WSASID,Indonesia,NONE,(+62 22) 61000600,(+62 22) 7332222,-6.937284,107.681456,3,,
Grand Viveana Bandung,WSASIDBDO000448,"Jalan Pajajaran No 73. Arjuna, Cicendo",Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 20568008,+62 22 20568008,6.9067318,107.5962852,3,,
Blackbird Bandung,WSASIDBDO000449,Jl.Terusan Sersan Bajuri no.9,Bandung,WSASIDBDO,WSASID,Indonesia,NONE,022 27611211,022 27611211,,,3,,
Art Deco Luxury Hotel and Residence,WSASIDBDO000451,"Jalan Rancabentang No. 2 Ciumbuleuit, Cidadap",Bandung,WSASIDBDO,WSASID,Indonesia,NONE,6.22288E+11,6.22288E+11,6.8696632,107.6076329,4,,
Tama Boutique Bandung,WSASIDBDO000493,Jalan Dr. Rajiman No 5. Bandung. West Java,Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 – 22 – 4264 888,+62 – 22 – 4218 195,,,3,,
Green Batara Bandung,WSASIDBDO000523,"Jalan Cihampelas No 145, Cipaganti, Coblong",Bandung,WSASIDBDO,WSASID,Indonesia,NONE,022 2030055,022 2030055,,,0,,
Ciwidey Valley Resort Bandung,WSASIDBDO000524,"Jalan Barutunggul KM 17, Ciwidey, Alamendah, Ranca",Bandung,WSASIDBDO,WSASID,Indonesia,NONE,022 85920333,022 85920333,,,0,,
Liz Palace Inn,WSASIDBDO000525,Jl. Aceh 106,Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 4218 999,+62 22 4218 999,-6.9103067,107.623339,1,,
Hawadesa Villa and Cottage Bandung,WSASIDBDO000526,"Jalan Terusan Sersan Bajuri. No 108, Cihideung,",Bandung,WSASIDBDO,WSASID,Indonesia,NONE,022- 82782367,022- 82782367,,,0,,
Mulberry Hill by The Lodge,WSASIDBDO000527,"Jalan Maribaya Timur No 1, RT.01/RW.10 Desa Ciboda",Bandung,WSASIDBDO,WSASID,Indonesia,NONE,0811-2339-876,0811-2339-876,6.8221618,107.6838825,0,,
D Best Express,WSASIDBDO000528,"Jl. Mochammad Toha No.231, Karasak Astanaanyar",Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 42822738, ,-6.945468,107.608641,2,,
Geary Hotel,WSASIDBDO000529,Jalan Kebon Kawung No.12 Pasir Kaliki,Bandung,WSASIDBDO,WSASID,Indonesia,NONE,022-20526888, ,-6.912496,107.603341,3,,
Yello Paskal Bandung,WSASIDBDO000530,"Komplek Paskal Hyper Square, Jl. Pasir Kaliki No.",Bandung,WSASIDBDO,WSASID,Indonesia,NONE,022 2057 1999,022 2057 1999,,,3,,
U Janevalla Bandung,WSASIDBDO000531,Jalan Aceh No. 65 .,Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 8602 6200,+62 22 8602 6201,-6.909703,107.611501,4,,
The Suites Metro by EMJI Group,WSASIDBDO000532,Jl. Soekarno Hatta 693 Bandung,Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 87793079 / +62 812-2220-2242,022-7562085,-6.935754,107.713067,3,,
Novena Bandung,WSASIDBDO000534,"Jl. Raya Lembang No.2, Lembang Gudang Kahuripan, Kab. Bandung Barat",Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 8200 5585,+62 22 8200 4452,-6.8726892,107.5710752,4,,
Kampioen Bed and Breakfast,WSASIDBDO000536,"Jl. DR. Gunawan No.6, Pasir Kaliki, Cicendo, Kota",Bandung,WSASIDBDO,WSASID,Indonesia,NONE,(022) 20542232,(022) 20542232,-6.90432E+14,-6.12398E+15,3,,
de Braga by ARTOTEL,WSASIDBDO000537,Jl. Braga No. 10 Sumurbandung,Bandung,WSASIDBDO,WSASID,Indonesia,NONE,+62 22 8601 6100,+62 22 8601 6101,-6.919969,107.610072,4,,
